id,rating,review_text
40,4,"What we both agreed on is that Forrest is a character who teaches by being. He doesn’t try to change people. He simply stays kind. In a world full of noise, his presence is what stays with you. His story isn’t about triumph in the traditional sense, it’s about resilience, and about loving people even when they don’t love you back the way you expect."
41,5,Suprised it didn't get 100% it's Forrest Gump one of the all time greats. It's funny and heartfelt and makes you shed more that a few tears. This film has a special place in my heart and any one else who watches it.
42,4.5,I have to give the performances a 10/10 but the fact that I rated it 4.5 because there is a lot going on in the movie so that is why I rated it 4.5 so but great movie over all
43,2,"Burn in Hell, Jenny!"
44,5,"Yeah, it’s gonna be on the TV just quiet enough to have your full and direct attention during every Thanksgiving and Christmas as you’re chatting with your family in the living room. It’s comforting and well-worn like your old shoes you only get out to go to your grandma’s, and Tom Hanks is as wonderful as ever."
45,5,"If you’re looking for an absolute classic, then you’ve come to the right movie."
46,4,An amazing movie! Tom Hanks’ role and charisma was crucial to the movies performance.
47,5,"An absolute classic. (Spoiler Alert) This movie tells the story of a man in the mid to late 1900’s with a disability. He accomplished incredible things through out his life, including fighting in the military, opening a business and receiving many awards. He becomes famous and finds and fights for the love of his life, Jenny. This movie is the perfect example of not judging a book by its cover, as young Forrest was beaten up and mocked as a kid only to achieve more than his bullies ever did. This is an amazing movie, I definitely would recommend it."
48,5,This movie is one of the best simply incredible
49,3,good acting and sometimes funny but its got a weird plot and it certainly didn't deserve an Oscar. Over all not bad but not the best.
50,5,"This film was a major part of my childhood, its amazing how they tell history through the film. The best of Tom Hanks"
