id,rating,review_text
36,5,Singer uses a clever combination of flashback and straight narrative to keep his tale of crime and betrayal moving through a tangle of blind alleys and false leads.
37,5,"i think this is the BEST film i have ever seen over and over, each time discovering another aspect :) i really love it from the bottom of my heart♥"
38,4.5,"spacey really got away with saying a whole bunch of nothing... Kobayashi, lol"
39,5,"I love it. What can I say, I'd watch it over and over again. Tough-guy crime stuff. Mind screwery. Well executed twist."
40,4.5,"An awesome crime noir with a fascinating mystery that keeps unraveling and escalating the stakes as we navigate the fluid timeline kickstarted by the titular usual suspects roundup. The main cast hits it out of the park with great performances. So much tension builds up once we learn about the infamous criminal boogeyman ""Keyser Soze"" and just how much power he has. All leading up to a riveting climax, with an amazing twist that's followed up by an even bigger twist that recontextualizes the entire movie. Never have I ever wanted to rewatch a movie so soon after it ended!"
41,5,"One of the greatest movies ever. Expertly written, directed and edited. Cinematography is exceptional. The stellar cast excels in character. Pay attention and still you will be wrong, I guarantee. Absolutely awesome movie with one sucker punch of an ending. Brilliant"
42,5,This is the kind of movie that only comes along every decade. A masterpiece!
43,5,Absolute must-see. Top 5 movie of all time imo. Revolutionary for its time and probably the best movie from its genre.
44,5,"It is very Rare that I write reviews, now I don't want to spoil the ending but WOW WOW WOW!"
45,4,"Ótimo filme com um excelente guião. O final é inteligente e bem preparado, porém considerando o grau de complexidade que o filme almeja ter ele pode por vezes tornar-se demasiado simples ou até mesmo confuso. (avaliação: 8/10)"
46,5,Absolut must see movie. Top 10 movies of all time for sure for me at least.
47,5,An absolute must-see.
48,5,"It's not going to blow you away with crazy action scenes, but the story telling, acting, and directing is masterful. A classic with well written characters and a perfect ending!"
49,3.5,"Pretty mid overall, but the twist at the end brought it back for me."
50,5,"In one of his best performances, Kevin Spacey elevates a well-crafted and intelligent film."
